City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
284,Znamenskoye,RU,2020-08-21 02:37:57,57.13,73.83,52.34,94,100,7.25
285,Shingu,JP,2020-08-21 02:36:04,33.73,135.98,89.6,70,40,9.17
286,Cayenne,GF,2020-08-21 02:31:58,4.93,-52.33,78.8,88,43,4.7
287,Samoded,RU,2020-08-21 02:37:58,63.61,40.51,50.04,84,0,3.0
288,Puerto Leguizamo,CO,2020-08-21 02:37:58,-0.19,-74.78,74.17,95,95,1.5
289,Dhidhdhoo,MV,2020-08-21 02:34:13,6.88,73.1,82.58,74,100,9.66
290,Dublin,US,2020-08-21 02:35:31,37.7,-121.94,73.99,64,40,12.75
291,Sao Filipe,CV,2020-08-21 02:35:17,14.9,-24.5,75.92,78,52,7.58
292,Sur,OM,2020-08-21 02:37:59,22.57,59.53,90.95,53,100,1.34
293,Mbengwi,CM,2020-08-21 02:37:59,6.02,10.0,62.91,93,100,3.94
294,Murgab,TM,2020-08-21 02:37:59,37.5,61.97,69.8,49,0,4.7
295,Cockburn Town,TC,2020-08-21 02:38:00,21.46,-71.14,82.96,79,0,19.46
296,Hasaki,JP,2020-08-21 02:34:05,35.73,140.83,99.0,59,20,5.82
297,Mataram,ID,2020-08-21 02:38:00,-8.58,116.12,82.4,65,40,6.93
298,Yulara,AU,2020-08-21 02:34:16,-25.24,130.99,69.8,22,0,8.05
299,Mar Del Plata,AR,2020-08-21 02:34:08,-38.0,-57.56,48.0,64,0,10.29
300,Sorland,NO,2020-08-21 02:38:01,67.67,12.69,51.06,78,68,11.43
301,San Francisco Del Mar,MX,2020-08-21 02:38:01,16.23,-94.65,83.53,77,86,7.74
302,Hami,CN,2020-08-21 02:34:20,42.8,93.45,81.46,28,92,5.12
303,Guerrero Negro,MX,2020-08-21 02:34:39,27.98,-114.06,77.56,67,100,13.89
304,Karratha,AU,2020-08-21 02:35:14,-20.74,116.85,83.79,17,0,15.82
305,Atkarsk,RU,2020-08-21 02:38:04,51.87,45.01,49.91,73,0,5.3
306,Coquimbo,CL,2020-08-21 02:35:16,-29.95,-71.34,46.4,100,0,3.36
307,Sangar,RU,2020-08-21 02:38:05,63.92,127.47,57.34,37,93,3.96
308,Samarinda,ID,2020-08-21 02:38:05,-0.5,117.15,80.46,84,95,1.16
309,Gizo,SB,2020-08-21 02:36:06,-8.1,156.84,83.57,71,12,0.78
310,Itarema,BR,2020-08-21 02:38:06,-2.92,-39.92,76.44,85,23,12.5
311,Araouane,ML,2020-08-21 02:34:39,18.9,-3.53,95.81,22,0,4.59
312,Betsiamites,CA,2020-08-21 02:38:06,48.94,-68.65,60.8,81,1,5.82
313,Victoria,HK,2020-08-21 02:33:36,22.29,114.16,88.0,66,30,4.0
314,Ekhabi,RU,2020-08-21 02:38:06,53.51,142.97,65.19,55,0,21.16
315,Rio Cuarto,AR,2020-08-21 02:38:07,-33.13,-64.35,42.8,22,0,5.82
316,Aborlan,PH,2020-08-21 02:38:07,9.44,118.55,87.55,66,29,7.47
317,Urumqi,CN,2020-08-21 02:38:07,43.8,87.6,78.8,29,46,2.24
318,Mao,ES,2020-08-21 02:38:08,39.89,4.27,78.8,88,0,8.05
319,Aldan,RU,2020-08-21 02:38:08,58.6,125.39,65.12,49,0,3.27
320,Longonjo,AO,2020-08-21 02:38:08,-12.91,15.25,52.9,39,57,3.31
321,Booue,GA,2020-08-21 02:38:09,-0.09,11.94,71.47,86,100,1.5
322,Solnechnyy,RU,2020-08-21 02:34:44,50.72,136.63,73.72,39,24,7.02
323,Tura,IN,2020-08-21 02:30:12,25.52,90.22,77.05,90,100,5.28
324,Rapid Valley,US,2020-08-21 02:38:09,44.06,-103.15,80.6,39,1,5.82
325,Vila Velha,BR,2020-08-21 02:36:12,-20.33,-40.29,73.4,78,75,9.17
326,Wewak,PG,2020-08-21 02:38:10,-3.55,143.63,84.9,68,54,8.1
327,Puerto Princesa,PH,2020-08-21 02:38:10,9.74,118.74,87.57,63,38,6.02
328,Marsabit,KE,2020-08-21 02:35:26,2.33,37.99,59.77,99,97,18.9
329,Aripuana,BR,2020-08-21 02:38:10,-9.17,-60.63,86.11,38,93,6.4
330,Ancud,CL,2020-08-21 02:34:15,-41.87,-73.82,46.99,100,90,8.05
331,Roebourne,AU,2020-08-21 02:37:06,-20.78,117.13,82.98,18,0,14.0
332,Taksimo,RU,2020-08-21 02:34:34,56.34,114.88,62.91,65,98,2.19
333,Margate,GB,2020-08-21 02:32:48,51.38,1.39,70.0,69,52,3.0
334,Ust-Barguzin,RU,2020-08-21 02:38:11,53.45,108.98,63.32,74,96,2.66
335,Bangassou,CF,2020-08-21 02:38:12,4.74,22.82,69.17,98,27,2.37
336,Carlsbad,US,2020-08-21 02:38:12,33.16,-117.35,77.0,83,90,8.05
337,Clyde River,CA,2020-08-21 02:34:20,70.47,-68.59,44.76,83,100,5.26
338,Oranjestad,AW,2020-08-21 02:36:35,12.52,-70.03,84.2,79,20,14.99
339,Saint-Augustin,CA,2020-08-21 02:35:50,51.23,-58.65,54.57,80,50,14.36
340,Abu Kamal,SY,2020-08-21 02:38:13,34.45,40.92,73.65,51,0,7.85
341,Lundazi,ZM,2020-08-21 02:38:13,-12.29,33.18,62.17,69,71,8.52
342,Waterloo,CA,2020-08-21 02:34:22,43.47,-80.52,66.0,77,1,4.7
343,Bonavista,CA,2020-08-21 02:38:13,48.65,-53.11,61.0,78,5,13.0
344,Zonguldak,TR,2020-08-21 02:37:31,41.25,31.83,56.79,73,1,3.96
345,Halmstad,SE,2020-08-21 02:38:14,56.67,12.86,64.4,88,60,6.93
346,Myaundzha,RU,2020-08-21 02:38:14,63.05,147.19,43.14,61,100,9.46
347,Emba,KZ,2020-08-21 02:36:10,48.83,58.14,59.29,59,43,3.69
348,Semporna,MY,2020-08-21 02:38:16,4.48,118.61,84.2,79,20,3.36
349,Jutai,BR,2020-08-21 02:38:16,-5.18,-68.9,81.21,64,62,1.97
350,Necochea,AR,2020-08-21 02:35:56,-38.55,-58.74,37.99,72,0,4.0
351,Farmington,US,2020-08-21 02:33:38,36.73,-108.22,91.4,9,1,6.93
352,Kargil,IN,2020-08-21 02:38:16,34.57,76.1,57.42,47,58,7.11
353,Timiryazevskiy,RU,2020-08-21 02:38:17,56.49,84.88,57.99,67,97,4.47
354,Wainwright,CA,2020-08-21 02:38:17,52.84,-110.86,62.49,92,100,3.36
355,Kijang,KR,2020-08-21 02:38:17,35.24,129.21,87.8,58,20,2.24
356,Lebu,CL,2020-08-21 02:35:31,-37.62,-73.65,49.19,84,0,15.57
357,Saint-Louis,SN,2020-08-21 02:35:24,16.33,-15.0,84.61,65,50,5.97
358,Taltal,CL,2020-08-21 02:36:17,-25.4,-70.48,53.38,67,0,3.96
359,Meulaboh,ID,2020-08-21 02:34:39,4.14,96.13,82.6,77,93,4.43
360,Mangai,CD,2020-08-21 02:38:18,-4.05,19.53,74.19,87,96,1.34
361,La Trinitaria,MX,2020-08-21 02:38:18,16.12,-92.05,61.47,100,100,3.94
362,Pangnirtung,CA,2020-08-21 02:34:40,66.15,-65.71,52.05,67,5,3.09
363,San Blas,MX,2020-08-21 02:38:19,21.52,-105.27,81.54,73,100,1.32
364,Avera,US,2020-08-21 02:38:19,33.19,-82.53,75.2,78,1,4.7
365,Nanlong,CN,2020-08-21 02:38:19,31.35,106.06,81.84,72,2,2.57
366,Gualaquiza,EC,2020-08-21 02:38:19,-3.4,-78.55,63.43,89,100,0.72
367,Kaposmero,HU,2020-08-21 02:38:20,46.36,17.7,66.99,100,0,2.68
368,Xichang,CN,2020-08-21 02:38:20,27.9,102.26,74.75,62,14,2.59
369,Dukat,RU,2020-08-21 02:38:20,62.55,155.55,42.6,91,100,11.54
370,Souillac,MU,2020-08-21 02:34:15,-20.52,57.52,66.2,77,20,5.82
371,Bilma,NE,2020-08-21 02:38:21,18.69,12.92,88.79,27,16,5.82
372,Watertown,US,2020-08-21 02:38:21,42.37,-71.18,71.01,77,1,5.77
373,Leh,IN,2020-08-21 02:38:21,34.17,77.58,60.06,42,0,7.72
374,Ostersund,SE,2020-08-21 02:34:40,63.18,14.64,59.0,77,18,9.17
375,Shenjiamen,CN,2020-08-21 02:38:21,29.96,122.3,83.59,76,0,9.89
376,Roma,US,2020-08-21 02:38:22,43.21,-75.46,64.4,72,1,4.7
377,Ovre Ardal,NO,2020-08-21 02:38:22,61.32,7.8,54.54,80,77,4.88
378,Rocha,UY,2020-08-21 02:34:20,-34.48,-54.33,37.54,78,0,7.9
379,Meadow Lake,US,2020-08-21 02:38:22,34.8,-106.54,93.2,10,40,4.52
380,Sitka,US,2020-08-21 02:34:59,57.05,-135.33,66.2,59,20,11.41
381,Talnakh,RU,2020-08-21 02:35:27,69.49,88.4,60.8,59,0,8.95
382,Fare,PF,2020-08-21 02:38:24,-16.7,-151.02,78.3,77,9,23.58
383,Corrales,US,2020-08-21 02:36:27,35.24,-106.61,89.01,16,18,10.36
384,Hofn,IS,2020-08-21 02:35:21,64.25,-15.21,47.73,61,100,22.75
385,Agadez,NE,2020-08-21 02:38:25,19.75,10.25,86.77,15,0,9.46
386,Altay,CN,2020-08-21 02:38:25,47.87,88.12,74.43,22,0,3.96
387,Bongandanga,CD,2020-08-21 02:38:25,1.5,21.05,70.29,97,92,1.74
388,Concordia,AR,2020-08-21 02:38:25,-31.39,-58.02,35.01,81,0,3.13
389,Tahta,EG,2020-08-21 02:38:25,26.77,31.5,78.8,34,0,4.7
390,Mana,GF,2020-08-21 02:38:26,5.66,-53.78,79.0,84,0,12.03
391,Narsaq,GL,2020-08-21 02:34:27,60.92,-46.05,46.4,70,0,5.82
392,Barra Da Estiva,BR,2020-08-21 02:38:26,-13.63,-41.33,62.15,72,13,2.64
393,Puri,IN,2020-08-21 02:38:26,19.8,85.85,80.6,94,75,13.87
394,Ornskoldsvik,SE,2020-08-21 02:38:27,63.29,18.72,55.4,93,0,3.36
395,Amparafaravola,MG,2020-08-21 02:38:27,-17.58,48.22,53.85,95,52,4.45
396,Harper,LR,2020-08-21 02:38:27,4.38,-7.72,74.89,84,82,11.05
397,Scarborough,GB,2020-08-21 02:38:27,54.28,-0.4,60.01,76,69,1.01
398,Tolaga Bay,NZ,2020-08-21 02:38:27,-38.37,178.3,62.4,56,6,12.33
399,Upington,ZA,2020-08-21 02:38:28,-28.45,21.26,37.4,32,0,2.24
400,Quirinopolis,BR,2020-08-21 02:38:30,-18.45,-50.45,63.55,62,35,13.82
401,Isiro,CD,2020-08-21 02:38:30,2.77,27.62,64.53,97,86,0.49
402,Manama,BH,2020-08-21 02:38:31,26.22,50.58,91.4,49,0,8.05
403,Kenai,US,2020-08-21 02:35:44,60.55,-151.26,69.8,68,1,6.93
404,Asau,RO,2020-08-21 02:38:31,46.43,26.4,57.99,95,0,4.5
405,Batagay,RU,2020-08-21 02:38:32,67.63,134.63,51.08,46,0,5.88
406,Padang,ID,2020-08-21 02:37:09,-0.95,100.35,86.83,60,65,1.95
407,Giyani,ZA,2020-08-21 02:38:32,-23.3,30.72,54.18,77,1,3.4
408,Olafsvik,IS,2020-08-21 02:34:23,64.89,-23.71,48.85,78,0,18.1
409,La Libertad,EC,2020-08-21 02:38:33,-2.23,-80.9,66.2,82,75,2.24
410,Walvis Bay,NA,2020-08-21 02:38:33,-22.96,14.51,51.8,53,0,1.12
411,Bilibino,RU,2020-08-21 02:36:24,68.05,166.44,42.82,82,100,4.5
412,Buraydah,SA,2020-08-21 02:34:39,26.33,43.98,78.8,36,12,4.29
413,Inirida,CO,2020-08-21 02:38:33,3.87,-67.92,75.22,92,58,2.51
414,Tiznit,MA,2020-08-21 02:35:42,29.58,-9.5,73.6,39,0,1.52
415,Deloraine,AU,2020-08-21 02:38:34,-41.53,146.67,46.0,81,90,17.22
416,Manzanillo,CU,2020-08-21 02:38:35,20.34,-77.12,79.2,81,99,4.63
417,Show Low,US,2020-08-21 02:33:57,34.25,-110.03,82.4,22,1,10.29
418,Mantua,IT,2020-08-21 02:38:35,45.17,10.78,72.0,84,0,1.99
419,Champerico,GT,2020-08-21 02:38:36,14.3,-91.92,79.5,84,90,8.12
420,Verkhnyaya Toyma,RU,2020-08-21 02:38:36,62.23,45.0,48.31,83,0,3.69
421,Vrangel,RU,2020-08-21 02:38:36,42.73,133.08,69.66,56,75,4.85
422,Budogoshch,RU,2020-08-21 02:38:36,59.28,32.47,51.42,77,0,3.04
423,Savasleyka,RU,2020-08-21 02:38:37,55.46,42.32,47.07,92,49,3.85
424,Katsuura,JP,2020-08-21 02:34:36,35.13,140.3,97.0,59,40,11.41
425,Hurricane,US,2020-08-21 02:38:37,37.18,-113.29,104.0,11,1,10.29
426,Merauke,ID,2020-08-21 02:38:37,-8.47,140.33,82.06,56,0,12.48
427,Balaipungut,ID,2020-08-21 02:38:37,1.05,101.28,82.4,78,40,6.93
428,Mega,ET,2020-08-21 02:38:38,4.05,38.3,57.56,100,87,16.08
429,Grantham,GB,2020-08-21 02:38:38,52.91,-0.64,64.99,82,63,13.87
430,West Wendover,US,2020-08-21 02:38:38,40.74,-114.07,89.6,18,1,5.82
431,College,US,2020-08-21 02:38:39,64.86,-147.8,71.6,49,75,5.82
432,Santiago Del Estero,AR,2020-08-21 02:38:39,-27.8,-64.26,44.6,50,0,7.56
433,Maba,CN,2020-08-21 02:38:39,24.68,113.6,92.12,58,43,1.23
434,Salto,UY,2020-08-21 02:34:42,-31.38,-57.97,35.01,81,0,3.27
435,Murashi,RU,2020-08-21 02:38:39,59.4,48.96,49.32,89,97,7.29
436,Kaabong,UG,2020-08-21 02:38:40,3.48,34.15,62.62,83,61,12.17
437,Larsnes,NO,2020-08-21 02:38:40,62.2,5.58,64.0,92,100,4.32
438,Half Moon Bay,US,2020-08-21 02:38:40,37.46,-122.43,75.2,88,90,13.87
439,San Vicente,AR,2020-08-21 02:38:40,-26.62,-54.13,35.89,84,0,4.92
440,Flinders,AU,2020-08-21 02:38:41,-34.58,150.86,62.01,47,87,8.99
441,Ubinskoye,RU,2020-08-21 02:38:41,55.31,79.68,58.84,55,29,12.39
442,Guane,CU,2020-08-21 02:38:41,22.2,-84.09,80.01,77,58,2.01
443,Opotiki,NZ,2020-08-21 02:38:41,-38.08,177.28,62.01,77,72,5.99
444,Tshikapa,CD,2020-08-21 02:38:41,-6.42,20.8,76.53,76,97,1.19
445,Tomatlan,MX,2020-08-21 02:34:19,19.93,-105.25,75.31,87,100,0.09
446,Marabba,SD,2020-08-21 02:38:42,12.35,32.18,76.82,79,99,4.25
447,Mastung,PK,2020-08-21 02:38:42,29.8,66.84,74.95,63,17,6.22
448,Belyy Yar,RU,2020-08-21 02:36:14,53.6,91.39,64.4,77,76,4.47
449,Carberry,CA,2020-08-21 02:38:43,49.87,-99.36,73.4,88,75,5.82
450,Yazman,PK,2020-08-21 02:38:43,29.12,71.74,89.92,55,100,9.46
451,North Bend,US,2020-08-21 02:35:48,43.41,-124.22,72.0,77,90,13.87
452,Sao Joao Da Barra,BR,2020-08-21 02:38:45,-21.64,-41.05,70.88,76,76,20.24
453,Wyndham,US,2020-08-21 02:38:45,37.7,-77.61,75.0,83,1,3.36
454,Nioki,CD,2020-08-21 02:38:45,-2.72,17.68,76.32,74,97,2.06
455,Aguilas,ES,2020-08-21 02:38:45,37.41,-1.58,78.01,63,21,4.27
456,Aras,ES,2020-08-21 02:38:46,42.56,-2.36,75.2,64,46,6.93
457,San Roque,ES,2020-08-21 02:38:46,36.21,-5.38,73.4,69,0,13.87
458,Dzhebariki-Khaya,RU,2020-08-21 02:38:46,62.22,135.8,61.25,41,0,6.42
459,Port Hardy,CA,2020-08-21 02:34:46,50.7,-127.42,60.8,93,90,9.17
460,Fukue,JP,2020-08-21 02:34:36,32.69,128.84,89.6,62,20,4.7
461,Khvoynaya,RU,2020-08-21 02:38:47,58.9,34.53,50.02,84,0,1.92
462,Kloulklubed,PW,2020-08-21 02:38:47,7.04,134.26,79.25,82,100,1.36
463,Praia Da Vitoria,PT,2020-08-21 02:34:50,38.73,-27.07,69.8,88,90,13.78
464,Grand-Santi,GF,2020-08-21 02:38:47,4.25,-54.38,75.94,81,50,2.59
465,Pacific Grove,US,2020-08-21 02:38:48,36.62,-121.92,70.0,64,90,8.05
466,Kokoda,PG,2020-08-21 02:38:48,-8.88,147.74,88.79,46,8,5.82
467,La Ronge,CA,2020-08-21 02:34:35,55.1,-105.28,69.8,49,75,2.24
468,Kinkala,CG,2020-08-21 02:38:48,-4.36,14.76,67.01,93,93,4.85
469,Santa Isabel Do Rio Negro,BR,2020-08-21 02:38:48,-0.41,-65.02,77.85,72,0,2.39
470,White Rock,CA,2020-08-21 02:38:38,49.02,-122.8,69.01,87,84,4.0
471,Usinsk,RU,2020-08-21 02:38:49,65.99,57.53,52.3,89,99,14.36
472,Atbasar,KZ,2020-08-21 02:38:49,51.8,68.33,54.73,80,99,12.28
473,Kahului,US,2020-08-21 02:36:08,20.89,-156.47,86.0,55,1,25.28
474,Buenos Aires,AR,2020-08-21 02:35:34,-34.61,-58.38,50.0,37,0,3.36
475,Kargasok,RU,2020-08-21 02:35:44,59.06,80.86,51.53,95,100,11.86
476,Ilhabela,BR,2020-08-21 02:38:50,-23.78,-45.36,64.08,88,100,4.32
477,Atasu,KZ,2020-08-21 02:38:50,48.68,71.64,63.86,38,100,18.3
478,Aquiraz,BR,2020-08-21 02:36:06,-3.9,-38.39,78.8,83,40,8.05
479,Salym,RU,2020-08-21 02:38:51,60.06,71.48,54.19,94,100,1.81
480,Prince Rupert,CA,2020-08-21 02:38:17,54.32,-130.32,60.8,77,75,13.87
481,Virginia Beach,US,2020-08-21 02:35:52,36.85,-75.98,75.99,83,75,3.36
482,Kuntaur,GM,2020-08-21 02:38:51,13.67,-14.88,76.03,90,96,8.48
483,Karmala,IN,2020-08-21 02:38:52,18.42,75.2,74.34,89,100,14.7
484,Yar-Sale,RU,2020-08-21 02:36:15,66.83,70.83,54.7,94,100,11.77
485,Ashford,GB,2020-08-21 02:38:52,51.15,0.87,68.0,71,33,5.01
486,Linguere,SN,2020-08-21 02:38:52,15.4,-15.12,79.32,79,2,7.61
487,Anadyr,RU,2020-08-21 02:35:49,64.75,177.48,59.0,54,100,15.66
488,Vila Franca Do Campo,PT,2020-08-21 02:34:45,37.72,-25.43,71.6,94,40,6.93
489,La Rioja,ES,2020-08-21 02:35:11,42.25,-2.5,75.2,64,73,6.93
490,Hualmay,PE,2020-08-21 02:38:53,-11.1,-77.61,59.88,83,94,8.41
491,Matagami,CA,2020-08-21 02:38:53,49.75,-77.63,59.0,93,90,5.5
492,Maragogi,BR,2020-08-21 02:36:01,-9.01,-35.22,74.64,89,63,9.37
493,Saint Anthony,US,2020-08-21 02:36:35,45.02,-93.22,78.01,69,1,5.82
494,Barreirinhas,BR,2020-08-21 02:38:55,-2.75,-42.83,76.78,86,37,6.33
495,Ardakan,IR,2020-08-21 02:38:55,32.31,54.02,82.4,18,20,6.93
496,Hobyo,SO,2020-08-21 02:36:11,5.35,48.53,75.65,81,84,22.73
497,Eyl,SO,2020-08-21 02:38:56,7.98,49.82,75.65,76,3,19.08
498,Zharkent,KZ,2020-08-21 02:38:57,44.16,80.0,78.22,25,19,7.76
499,Itum-Kale,RU,2020-08-21 02:38:57,42.74,45.58,65.01,65,70,3.04
500,Bhawana,PK,2020-08-21 02:38:57,31.57,72.65,82.26,79,42,8.34
501,San Ramon De La Nueva Oran,AR,2020-08-21 02:37:11,-23.13,-64.33,45.0,79,0,3.0
502,Kawalu,ID,2020-08-21 02:38:58,-7.38,108.21,84.29,55,7,5.48
503,Faya,SA,2020-08-21 02:34:46,18.39,42.45,69.8,48,28,5.17
504,Kailua,US,2020-08-21 02:34:41,21.4,-157.74,82.4,65,90,12.75
505,Alta Floresta,BR,2020-08-21 02:38:58,-9.88,-56.09,80.42,30,19,2.89
506,Changli,CN,2020-08-21 02:38:59,39.7,119.15,76.78,41,0,3.2
507,Peniche,PT,2020-08-21 02:38:59,39.36,-9.38,70.0,94,51,4.5
508,Kjollefjord,NO,2020-08-21 02:38:59,70.95,27.35,48.2,84,59,5.79
509,Bardiyah,LY,2020-08-21 02:36:18,31.76,25.09,75.16,86,15,7.43
510,Piacabucu,BR,2020-08-21 02:39:00,-10.41,-36.43,74.52,89,77,9.22
511,Wad Madani,SD,2020-08-21 02:39:00,14.4,33.52,80.15,68,100,9.78
512,Fremont,US,2020-08-21 02:39:00,37.55,-121.99,77.0,50,5,14.99
513,Port Blair,IN,2020-08-21 02:34:31,11.67,92.75,82.4,88,75,3.36
514,Menongue,AO,2020-08-21 02:39:01,-14.66,17.69,46.0,39,26,3.42
515,Great Yarmouth,GB,2020-08-21 02:39:01,52.61,1.73,68.0,99,33,4.0
516,Kletskaya,RU,2020-08-21 02:39:01,49.31,43.06,61.0,58,100,5.99
517,Sinnamary,GF,2020-08-21 02:35:17,5.38,-52.95,79.27,82,27,13.02
518,Madimba,TZ,2020-08-21 02:39:02,-10.4,40.33,68.81,90,78,5.06
519,Corsicana,US,2020-08-21 02:39:02,32.1,-96.47,80.6,54,1,5.82
520,Vostok,RU,2020-08-21 02:39:02,46.49,135.88,65.73,48,1,9.4
521,Vestmannaeyjar,IS,2020-08-21 02:34:51,63.44,-20.27,48.65,74,100,10.83
522,Corn Island,NI,2020-08-21 02:39:03,12.17,-83.04,82.89,77,100,4.83
523,Soyo,AO,2020-08-21 02:34:51,-6.13,12.37,71.13,88,21,6.11
524,Banda Aceh,ID,2020-08-21 02:35:22,5.56,95.32,84.22,68,90,5.55
525,Dalianwan,CN,2020-08-21 02:39:03,39.03,121.69,73.4,69,20,6.71
526,Harlingen,US,2020-08-21 02:34:48,26.19,-97.7,87.01,70,1,10.29
527,Kerkini,GR,2020-08-21 02:39:04,41.22,23.08,73.0,68,0,5.99
528,Makakilo City,US,2020-08-21 02:34:43,21.35,-158.09,87.8,52,75,6.93
529,Anta,IN,2020-08-21 02:39:04,25.15,76.3,82.67,82,95,9.86
530,Kamenka,RU,2020-08-21 02:39:04,51.32,42.77,51.01,76,16,4.0
531,Mnogovershinnyy,RU,2020-08-21 02:39:05,53.94,139.92,62.04,44,2,21.72
532,Plettenberg Bay,ZA,2020-08-21 02:39:05,-34.05,23.37,54.75,81,43,2.84
533,Auki,SB,2020-08-21 02:34:21,-8.77,160.7,84.24,73,21,1.34
534,Myitkyina,MM,2020-08-21 02:39:06,25.38,97.4,82.58,79,92,2.15
535,Jiaojiang,CN,2020-08-21 02:39:06,28.68,121.44,91.99,52,36,7.63
536,Santa Rosa,PH,2020-08-21 02:36:38,14.31,121.11,82.0,85,34,8.01
537,Lima Duarte,BR,2020-08-21 02:39:06,-21.84,-43.79,57.96,84,93,6.8
538,Jalu,LY,2020-08-21 02:36:10,29.03,21.55,76.17,60,0,7.96
539,Kirakira,SB,2020-08-21 02:39:07,-10.45,161.92,83.8,74,27,2.86
540,Zeya,RU,2020-08-21 02:34:47,53.75,127.27,72.64,49,16,4.97
541,Lucea,JM,2020-08-21 02:39:08,18.45,-78.17,82.4,69,20,2.24
542,Northam,GB,2020-08-21 02:36:13,51.03,-4.22,62.01,91,84,17.0
543,Portland,US,2020-08-21 02:36:15,45.52,-122.68,79.0,54,84,8.59
544,Krasnyy Kut,RU,2020-08-21 02:39:10,50.95,46.97,54.46,63,0,7.07
545,Sungaipenuh,ID,2020-08-21 02:39:10,-2.08,101.38,79.81,62,41,1.3
546,Llata,PE,2020-08-21 02:39:10,-9.42,-76.78,51.17,74,100,3.06
547,Cam Ranh,VN,2020-08-21 02:39:11,11.92,109.16,89.6,70,20,2.24
548,Primorsk,UA,2020-08-21 02:39:11,46.73,36.34,71.69,59,100,9.17
549,Imeni Babushkina,RU,2020-08-21 02:39:11,59.76,43.13,47.3,83,1,1.92
550,Vallenar,CL,2020-08-21 02:39:12,-28.57,-70.76,55.11,60,0,0.36
551,Marfino,RU,2020-08-21 02:39:12,55.7,37.38,54.0,87,0,2.24
552,Landazuri,CO,2020-08-21 02:39:12,6.22,-73.81,66.88,97,75,2.28
553,Naze,JP,2020-08-21 02:39:12,28.37,129.48,89.6,75,20,5.82
554,Nur,PL,2020-08-21 02:39:13,52.67,22.32,61.5,92,57,3.87
555,Mitzic,GA,2020-08-21 02:39:13,0.78,11.55,69.4,90,100,3.69
556,Bauta,CU,2020-08-21 02:39:13,22.98,-82.55,80.6,100,20,1.12
557,Winnemucca,US,2020-08-21 02:39:13,40.97,-117.74,87.8,10,90,5.82
558,Yaya,RU,2020-08-21 02:39:13,56.21,86.44,63.05,67,100,7.45
559,Aketi,CD,2020-08-21 02:39:14,2.74,23.78,69.35,94,84,0.51
560,Luganville,VU,2020-08-21 02:39:14,-15.53,167.17,82.4,83,40,3.36
561,Goderich,CA,2020-08-21 02:39:14,43.75,-81.72,77.0,56,0,1.01
562,Buchanan,LR,2020-08-21 02:36:12,5.88,-10.05,75.72,86,83,11.43
563,Lakatoro,VU,2020-08-21 02:39:15,-16.1,167.42,82.4,83,40,3.36
564,Cidreira,BR,2020-08-21 02:35:55,-30.18,-50.21,45.86,66,5,11.43
565,Le Port,RE,2020-08-21 02:39:15,-20.94,55.29,60.8,72,20,8.05
566,Kendari,ID,2020-08-21 02:39:15,-3.94,122.5,84.97,57,10,4.27
567,Beberibe,BR,2020-08-21 02:36:12,-4.18,-38.13,78.8,83,40,8.05
568,Svetlyy,RU,2020-08-21 02:39:16,54.67,20.13,63.0,93,75,6.71
569,Bhadrachalam,IN,2020-08-21 02:39:16,17.67,80.88,75.76,94,100,5.77
